die_id,lot_id,timestamp,iddq,leakage_current,prop_delay
COMP_30538,8,0,4.6275,10.0319,200.7142
COMP_30538,8,24,4.577,11.0359,202.9767
COMP_30538,8,96,4.565,11.4529,205.502
COMP_30538,8,168,4.7115,11.5331,206.7833
COMP_30539,48,0,5.1986,10.0868,202.7653
COMP_30539,48,24,5.2985,10.973,205.4162
COMP_30539,48,96,5.4443,11.3615,208.0127
COMP_30539,48,168,5.3212,11.7132,209.4738
COMP_30540,12,0,5.1784,8.6851,202.0418
COMP_30540,12,24,5.1946,9.6932,204.1697
COMP_30540,12,96,5.1671,9.9399,206.9543
COMP_30540,12,168,5.447,10.2429,208.6901
COMP_30541,46,0,5.1076,9.7041,192.5764
COMP_30541,46,24,5.0648,11.0311,194.9197
COMP_30541,46,96,5.2036,11.0863,197.4029
COMP_30541,46,168,5.0902,11.5939,198.9313
COMP_30542,31,0,5.8572,10.1509,200.8644
COMP_30542,31,24,5.8177,11.3296,203.0011
COMP_30542,31,96,5.8435,11.5689,205.8384
COMP_30542,31,168,5.7686,11.7935,207.0632
COMP_30543,27,0,5.2658,9.8213,197.4058
COMP_30543,27,24,5.1982,10.6156,200.0565
COMP_30543,27,96,5.108,11.1978,202.6392
COMP_30543,27,168,5.1677,11.286,204.0312
COMP_30544,30,0,4.6044,9.637,190.8128
COMP_30544,30,24,4.778,10.776,193.3847
COMP_30544,30,96,4.6694,11.184,196.1594
COMP_30544,30,168,4.8852,11.2048,197.2599
COMP_30545,7,0,5.1974,9.9793,201.3772
COMP_30545,7,24,5.1732,10.7255,204.1761
COMP_30545,7,96,5.1032,11.1773,206.7039
COMP_30545,7,168,5.1636,11.7048,208.1097
COMP_30546,7,0,5.2285,9.8182,201.7932
COMP_30546,7,24,4.85,10.6393,204.642
COMP_30546,7,96,4.9875,10.9702,206.8186
COMP_30546,7,168,5.328,11.1473,208.8321
COMP_30547,33,0,4.5655,9.5229,202.1117
COMP_30547,33,24,4.3849,10.6038,204.5284
COMP_30547,33,96,4.7007,11.0053,206.6159
COMP_30547,33,168,4.6576,11.4145,208.1242
COMP_30548,22,0,5.0615,9.9779,206.9594
COMP_30548,22,24,5.4511,10.8546,209.0565
COMP_30548,22,96,5.3289,11.1956,211.5484
COMP_30548,22,168,5.0621,11.4407,213.2528
COMP_30549,9,0,5.2531,11.3943,199.8561
COMP_30549,9,24,5.1596,12.3817,202.3487
COMP_30549,9,96,5.3139,12.8022,204.7295
COMP_30549,9,168,5.2641,12.9463,206.4313
COMP_30550,36,0,5.3889,10.7408,196.9618
COMP_30550,36,24,5.0656,11.7219,199.8466
COMP_30550,36,96,5.2112,11.9258,201.8277
COMP_30550,36,168,5.1915,12.2469,203.4877
COMP_30551,47,0,5.492,10.2553,194.6007
COMP_30551,47,24,5.5715,11.3518,196.9524
COMP_30551,47,96,5.4312,11.7077,199.4338
COMP_30551,47,168,5.2839,11.8163,200.75
COMP_30552,24,0,4.8048,7.6151,204.0361
COMP_30552,24,24,4.772,8.4247,206.5935
COMP_30552,24,96,4.8259,8.9628,208.712
COMP_30552,24,168,5.0922,8.9326,210.126
COMP_30553,32,0,4.8249,11.5566,193.9958
COMP_30553,32,24,4.7586,12.5759,196.6246
COMP_30553,32,96,5.0518,12.8793,199.0501
COMP_30553,32,168,5.2058,13.1693,200.7372
COMP_30554,44,0,4.6052,9.4931,199.0816
COMP_30554,44,24,4.4712,10.6532,202.0808
COMP_30554,44,96,4.6457,10.8188,204.5615
COMP_30554,44,168,4.501,10.9918,205.7587
COMP_30555,3,0,5.9186,10.8964,197.9985
COMP_30555,3,24,5.7044,11.9411,200.3425
COMP_30555,3,96,5.8997,12.4558,202.9479
COMP_30555,3,168,5.9207,12.4586,204.4394
COMP_30556,6,0,5.4827,8.7693,208.4534
COMP_30556,6,24,5.5877,9.8967,210.7837
COMP_30556,6,96,5.7731,10.2939,213.1943
COMP_30556,6,168,5.5987,10.3535,214.7926
COMP_30557,32,0,4.8246,11.4136,193.7057
COMP_30557,32,24,4.9173,12.2034,195.9757
COMP_30557,32,96,4.9164,12.8299,198.6873
COMP_30557,32,168,4.8241,12.7401,200.2943
COMP_30558,1,0,4.9969,9.0391,199.1209
COMP_30558,1,24,4.7933,9.9737,201.6113
COMP_30558,1,96,4.8484,10.5736,204.1847
COMP_30558,1,168,4.8723,10.7366,205.5178
COMP_30559,47,0,5.5565,10.494,193.496
COMP_30559,47,24,5.5037,11.5121,195.8217
COMP_30559,47,96,5.5801,11.7244,198.5787
COMP_30559,47,168,5.4995,11.9612,199.483
COMP_30560,45,0,4.5884,8.7795,204.9491
COMP_30560,45,24,4.525,9.5534,207.2511
COMP_30560,45,96,4.8787,9.8408,209.9644
COMP_30560,45,168,4.5668,10.2857,211.9225
COMP_30561,31,0,6.0525,10.5004,200.8378
COMP_30561,31,24,5.8889,11.5252,203.4117
COMP_30561,31,96,6.0613,12.0037,206.0257
COMP_30561,31,168,5.8834,12.2073,207.5668
COMP_30562,4,0,4.6831,10.6665,197.3735
COMP_30562,4,24,4.3709,11.616,199.6021
COMP_30562,4,96,4.6812,12.1498,202.2242
COMP_30562,4,168,19.9471,62.8702,204.1869
COMP_30563,45,0,4.8293,8.8268,203.2108
COMP_30563,45,24,4.4529,9.7762,205.6186
COMP_30563,45,96,4.5157,10.1298,208.2081
COMP_30563,45,168,4.6654,10.4486,209.8774
COMP_30564,16,0,4.4241,9.6514,199.1232
COMP_30564,16,24,4.2596,10.6875,201.4111
COMP_30564,16,96,4.4909,10.9885,204.0683
COMP_30564,16,168,4.3018,11.1721,205.6341
COMP_30565,11,0,4.7589,9.5423,199.1141
COMP_30565,11,24,4.7246,10.5311,201.1047
COMP_30565,11,96,4.9439,10.8923,204.0774
COMP_30565,11,168,4.838,10.9624,205.4644
COMP_30566,11,0,4.7704,9.5746,198.4228
COMP_30566,11,24,4.608,10.5303,201.2325
COMP_30566,11,96,4.7612,10.8472,203.3133
COMP_30566,11,168,4.7899,10.8374,205.0533
COMP_30567,34,0,5.2059,8.8264,196.357
COMP_30567,34,24,5.2774,9.7473,198.8324
COMP_30567,34,96,5.1693,10.1617,226.2826
COMP_30567,34,168,5.0441,10.3953,264.0337
COMP_30568,20,0,5.305,9.8457,205.3586
COMP_30568,20,24,5.4307,10.5554,207.6484
COMP_30568,20,96,5.2528,10.9959,210.2073
COMP_30568,20,168,5.3193,11.2434,212.1634
COMP_30569,20,0,5.6967,10.5737,202.9783
COMP_30569,20,24,5.7131,11.4683,205.6065
COMP_30569,20,96,5.7908,12.0357,208.2046
COMP_30569,20,168,5.6812,12.1495,209.5809
COMP_30570,1,0,5.0692,9.6198,198.3957
COMP_30570,1,24,5.0091,10.6776,200.9344
COMP_30570,1,96,4.8389,10.8708,203.3949
COMP_30570,1,168,4.9277,11.1476,205.3564
COMP_30571,20,0,5.6685,9.8664,202.2966
COMP_30571,20,24,5.4888,11.0466,205.0016
COMP_30571,20,96,5.5732,11.2215,207.0692
COMP_30571,20,168,5.6194,11.5802,208.7135
COMP_30572,14,0,4.2117,11.121,199.8844
COMP_30572,14,24,4.1986,12.2504,202.3671
COMP_30572,14,96,4.1696,12.4524,205.0604
COMP_30572,14,168,4.2893,12.6785,206.6356
COMP_30573,10,0,5.0019,9.2153,189.4515
COMP_30573,10,24,4.7997,9.9105,191.885
COMP_30573,10,96,4.8316,10.4821,194.7282
COMP_30573,10,168,4.8977,10.7011,196.1987
COMP_30574,9,0,5.3069,10.5715,199.8999
COMP_30574,9,24,5.2729,11.7049,202.6116
COMP_30574,9,96,5.3856,12.2729,204.9738
COMP_30574,9,168,5.4329,12.143,206.4323
COMP_30575,17,0,4.9516,11.2847,194.302
COMP_30575,17,24,4.8051,12.2038,196.7137
COMP_30575,17,96,4.9705,12.7913,199.1904
COMP_30575,17,168,4.9734,12.849,200.2899
COMP_30576,22,0,5.1568,10.0618,206.1683
COMP_30576,22,24,5.2391,11.1102,208.3717
COMP_30576,22,96,5.2301,11.6647,211.8198
COMP_30576,22,168,5.1824,11.6885,212.538
COMP_30577,30,0,4.4765,9.9073,194.5157
COMP_30577,30,24,4.4345,10.7249,196.9226
COMP_30577,30,96,4.6577,11.1625,199.5471
COMP_30577,30,168,4.5387,11.2779,200.9609
COMP_30578,25,0,4.7202,11.0136,212.1556
COMP_30578,25,24,4.9815,11.9946,214.3073
COMP_30578,25,96,4.9911,12.352,216.6942
COMP_30578,25,168,5.0171,12.5161,218.7191
COMP_30579,1,0,5.1009,10.3381,198.1154
COMP_30579,1,24,5.0625,11.3503,200.6182
COMP_30579,1,96,5.09,11.8493,202.5132
COMP_30579,1,168,4.8139,11.9886,204.2258
COMP_30580,38,0,4.2514,9.2618,204.0241
COMP_30580,38,24,4.4738,10.2967,206.4366
COMP_30580,38,96,4.3191,10.656,209.5887
COMP_30580,38,168,4.3492,10.9403,210.5161
COMP_30581,6,0,5.611,9.1453,208.7982
COMP_30581,6,24,5.5577,10.0413,211.5228
COMP_30581,6,96,5.758,10.6608,213.8313
COMP_30581,6,168,5.72,10.6441,215.5147
COMP_30582,23,0,4.0878,11.8398,191.9715
COMP_30582,23,24,4.0896,12.6619,194.8694
COMP_30582,23,96,3.884,13.062,197.2125
COMP_30582,23,168,3.893,13.2627,198.4339
COMP_30583,38,0,4.4004,9.3302,201.4765
COMP_30583,38,24,4.5951,10.4538,203.7078
COMP_30583,38,96,4.6093,10.7426,206.0366
COMP_30583,38,168,4.5313,10.8608,208.1282
COMP_30584,31,0,5.7406,10.7305,201.2604
COMP_30584,31,24,5.7014,11.7856,203.434
COMP_30584,31,96,5.6309,12.3533,205.8221
COMP_30584,31,168,5.8556,12.4748,207.4416
COMP_30585,25,0,4.4186,10.4225,212.4392
COMP_30585,25,24,4.5361,11.3555,214.8364
COMP_30585,25,96,4.5815,12.05,217.4703
COMP_30585,25,168,4.484,11.9384,218.9129
COMP_30586,22,0,4.886,9.7607,208.9829
COMP_30586,22,24,4.8228,10.7999,211.1636
COMP_30586,22,96,4.9523,11.3063,213.9276
COMP_30586,22,168,4.8499,11.3887,215.5434
COMP_30587,13,0,4.2498,8.5188,212.7603
COMP_30587,13,24,4.0865,9.2897,215.2575
COMP_30587,13,96,4.0917,10.0019,240.5411
COMP_30587,13,168,4.241,9.9322,302.6701
COMP_30588,28,0,4.5973,10.0598,201.458
COMP_30588,28,24,4.6019,11.229,204.1348
COMP_30588,28,96,4.8115,11.5326,206.3678
COMP_30588,28,168,4.639,11.671,207.8827
COMP_30589,24,0,4.5895,7.6363,202.8683
COMP_30589,24,24,4.7185,8.5744,205.3405
COMP_30589,24,96,4.4294,8.8305,208.0232
COMP_30589,24,168,4.6878,9.1115,209.5418
COMP_30590,30,0,4.5668,9.7696,192.3038
COMP_30590,30,24,4.2932,10.5968,195.2304
COMP_30590,30,96,4.4173,11.0356,197.4051
COMP_30590,30,168,4.5197,11.2273,198.9618
COMP_30591,1,0,4.7998,9.7938,196.7123
COMP_30591,1,24,4.7838,10.8243,199.6299
COMP_30591,1,96,4.7297,11.1756,202.314
COMP_30591,1,168,4.7922,11.4126,203.6133
COMP_30592,1,0,4.8494,9.5611,196.9065
COMP_30592,1,24,4.8244,10.4177,199.3915
COMP_30592,1,96,4.8453,11.0472,201.9582
COMP_30592,1,168,4.6829,10.9768,203.4403
COMP_30593,22,0,4.6531,10.0113,208.5217
COMP_30593,22,24,4.7716,10.7753,210.5781
COMP_30593,22,96,4.6439,11.4632,212.9218
COMP_30593,22,168,4.6878,11.5704,214.6981
COMP_30594,46,0,4.3957,10.3257,196.2623
COMP_30594,46,24,4.3204,11.309,198.6082
COMP_30594,46,96,4.3514,11.6343,200.673
COMP_30594,46,168,4.3923,11.9003,202.51
COMP_30595,10,0,5.0549,9.8098,189.4707
COMP_30595,10,24,5.0667,10.4867,192.0552
COMP_30595,10,96,5.0306,11.0323,194.6969
COMP_30595,10,168,5.0415,11.3787,196.1037
COMP_30596,28,0,5.0267,10.2763,200.5819
COMP_30596,28,24,5.1591,11.0174,203.1507
COMP_30596,28,96,5.1491,11.6752,205.5633
COMP_30596,28,168,4.9899,11.8199,207.3018
COMP_30597,41,0,5.3607,11.2526,205.3593
COMP_30597,41,24,5.1596,12.0284,207.6176
COMP_30597,41,96,5.129,12.4787,210.0323
COMP_30597,41,168,5.0849,12.3812,212.4863
COMP_30598,34,0,5.4171,9.1135,195.6619
COMP_30598,34,24,5.3546,9.9392,197.8424
COMP_30598,34,96,5.3525,10.3079,200.4596
COMP_30598,34,168,5.414,10.3329,201.8134
COMP_30599,48,0,5.004,9.6902,203.8103
COMP_30599,48,24,5.1506,10.4591,206.0908
COMP_30599,48,96,5.1971,11.0953,208.6554
COMP_30599,48,168,4.9565,11.1858,209.9486
COMP_30600,8,0,4.8835,10.4148,200.1703
COMP_30600,8,24,4.7165,11.3159,202.7931
COMP_30600,8,96,4.7618,12.0263,204.9811
COMP_30600,8,168,4.5358,11.9127,207.1064
COMP_30601,31,0,6.0619,10.5387,200.3854
COMP_30601,31,24,6.223,11.5061,202.8759
COMP_30601,31,96,6.0429,11.9389,205.0849
COMP_30601,31,168,5.9668,12.0316,206.8759
COMP_30602,29,0,5.0877,8.283,195.4364
COMP_30602,29,24,4.9063,9.3038,197.8635
COMP_30602,29,96,5.0534,9.7319,200.7393
COMP_30602,29,168,4.8673,9.7459,202.1244
COMP_30603,14,0,4.5855,10.2654,199.0505
COMP_30603,14,24,4.4401,11.3749,201.0788
COMP_30603,14,96,4.592,11.8572,203.4355
COMP_30603,14,168,4.4786,12.0275,205.2391
COMP_30604,13,0,4.1378,8.6181,212.6895
COMP_30604,13,24,4.1253,9.7695,214.9452
COMP_30604,13,96,4.1255,10.2325,217.4312
COMP_30604,13,168,4.3565,10.418,219.1704
COMP_30605,16,0,4.5505,9.8025,201.0225
COMP_30605,16,24,4.6545,10.5986,203.1711
COMP_30605,16,96,4.7153,11.0066,205.632
COMP_30605,16,168,4.6739,11.1108,207.4992
COMP_30606,21,0,5.0099,11.2943,195.4548
COMP_30606,21,24,4.9689,12.4047,197.7433
COMP_30606,21,96,4.8841,12.6369,200.1662
COMP_30606,21,168,5.0493,12.8476,202.4727
COMP_30607,29,0,4.7857,8.2904,197.9035
COMP_30607,29,24,4.8806,9.1522,200.2508
COMP_30607,29,96,4.8396,9.5933,202.7585
COMP_30607,29,168,4.8719,9.9934,204.4033
COMP_30608,16,0,4.4533,9.8223,199.3371
COMP_30608,16,24,4.3566,11.1421,201.9053
COMP_30608,16,96,4.3901,11.2042,204.2535
COMP_30608,16,168,4.4942,11.4562,205.7594
COMP_30609,15,0,4.5927,10.8855,202.1993
COMP_30609,15,24,4.6401,11.7474,204.7781
COMP_30609,15,96,4.6316,12.2645,206.9671
COMP_30609,15,168,4.537,12.3431,208.6689
COMP_30610,7,0,5.4557,9.4651,201.1076
COMP_30610,7,24,5.3986,10.5527,203.527
COMP_30610,7,96,5.5625,10.804,205.7851
COMP_30610,7,168,5.5504,11.2175,207.5377
COMP_30611,38,0,4.547,9.4383,203.5139
COMP_30611,38,24,4.4765,10.5632,205.6552
COMP_30611,38,96,4.7365,10.9115,228.2783
COMP_30611,38,168,4.5235,10.983,305.9234
COMP_30612,30,0,4.8012,10.113,191.9969
COMP_30612,30,24,4.8501,10.8185,194.4359
COMP_30612,30,96,4.4562,11.1084,197.0522
COMP_30612,30,168,4.8245,11.4423,198.5711
COMP_30613,11,0,4.6021,9.7683,199.5527
COMP_30613,11,24,4.87,10.4891,202.1249
COMP_30613,11,96,4.5772,11.1059,204.5757
COMP_30613,11,168,4.4502,11.0425,206.1093
COMP_30614,32,0,4.7202,11.7373,194.3851
COMP_30614,32,24,4.8296,12.6533,196.9671
COMP_30614,32,96,5.0785,12.9114,199.6297
COMP_30614,32,168,4.7678,13.2277,200.8801
COMP_30615,11,0,4.8051,10.1556,200.7029
COMP_30615,11,24,4.7981,11.1087,203.2468
COMP_30615,11,96,4.9094,11.5579,205.5768
COMP_30615,11,168,4.8105,11.6912,207.4714
COMP_30616,24,0,4.8434,7.4587,202.0452
COMP_30616,24,24,4.8376,8.3896,204.5797
COMP_30616,24,96,4.9296,8.6964,206.8838
COMP_30616,24,168,4.999,8.7866,208.5996
COMP_30617,37,0,3.8241,10.5499,196.9854
COMP_30617,37,24,3.7947,11.4989,199.4065
COMP_30617,37,96,3.5982,11.6596,201.6645
COMP_30617,37,168,3.7973,11.9991,203.708
COMP_30618,47,0,5.0989,10.0726,193.9627
COMP_30618,47,24,5.1299,11.2344,196.602
COMP_30618,47,96,5.3503,11.6458,198.8806
COMP_30618,47,168,5.2422,11.7756,200.2798
COMP_30619,17,0,4.9859,11.1142,192.728
COMP_30619,17,24,5.1142,11.9167,195.7667
COMP_30619,17,96,5.0521,12.411,198.4349
COMP_30619,17,168,5.2154,12.5836,199.7309
COMP_30620,18,0,4.3585,10.2517,204.8338
COMP_30620,18,24,4.2558,11.0846,207.5761
COMP_30620,18,96,4.3611,11.66,209.8271
COMP_30620,18,168,4.4375,11.7968,211.3603
COMP_30621,2,0,5.5852,9.2016,197.9733
COMP_30621,2,24,5.3537,10.1223,200.3281
COMP_30621,2,96,5.5273,10.3138,203.1141
COMP_30621,2,168,5.3284,10.596,204.7525
COMP_30622,34,0,5.546,8.7751,193.5293
COMP_30622,34,24,5.6355,9.8184,195.6254
COMP_30622,34,96,5.6801,10.1624,197.9684
COMP_30622,34,168,5.5359,10.2017,199.6261
COMP_30623,4,0,4.8289,10.8694,200.1977
COMP_30623,4,24,4.8353,11.8891,202.4939
COMP_30623,4,96,4.8168,12.3322,204.9387
COMP_30623,4,168,4.7551,12.5025,206.5007
COMP_30624,34,0,5.3461,9.5009,194.9693
COMP_30624,34,24,5.5386,10.3973,197.4528
COMP_30624,34,96,5.3139,10.8789,200.1312
COMP_30624,34,168,5.3206,11.2085,201.7011
COMP_30625,26,0,4.4217,9.9973,195.592
COMP_30625,26,24,4.4408,10.8651,198.3617
COMP_30625,26,96,4.2461,11.494,200.3257
COMP_30625,26,168,4.2855,11.4598,202.3777
COMP_30626,36,0,5.1478,11.1231,195.0449
COMP_30626,36,24,5.2743,12.0293,197.1572
COMP_30626,36,96,5.085,12.4817,199.9409
COMP_30626,36,168,5.1664,12.6688,201.6334
COMP_30627,45,0,4.4356,8.1587,202.0743
COMP_30627,45,24,4.3965,9.4312,204.6814
COMP_30627,45,96,4.6085,9.8376,207.0788
COMP_30627,45,168,4.556,10.0077,208.9211
COMP_30628,20,0,5.9808,10.5929,204.6233
COMP_30628,20,24,6.2033,11.5368,206.8912
COMP_30628,20,96,6.2696,11.8365,209.5626
COMP_30628,20,168,6.1091,12.1428,210.637
COMP_30629,15,0,4.5491,11.5443,199.6524
COMP_30629,15,24,4.5531,12.3063,201.9596
COMP_30629,15,96,4.4508,12.7143,204.3787
COMP_30629,15,168,4.447,12.7973,206.0679
COMP_30630,27,0,5.3644,9.4526,197.9225
COMP_30630,27,24,5.3077,10.2634,200.352
COMP_30630,27,96,5.2386,10.8176,202.5812
COMP_30630,27,168,5.2984,11.1074,203.7837
COMP_30631,24,0,4.9052,7.2993,202.1661
COMP_30631,24,24,4.996,8.252,204.4957
COMP_30631,24,96,5.0517,8.6803,207.0025
COMP_30631,24,168,4.8428,9.011,208.7566
COMP_30632,32,0,4.8015,11.4643,194.6597
COMP_30632,32,24,4.7773,12.218,197.3087
COMP_30632,32,96,4.6415,12.4957,199.8708
COMP_30632,32,168,4.7681,12.745,201.2666
COMP_30633,16,0,4.5166,10.2078,199.4605
COMP_30633,16,24,4.4938,11.2495,201.897
COMP_30633,16,96,4.6018,11.3939,204.5043
COMP_30633,16,168,4.5492,11.5831,205.6847
COMP_30634,42,0,5.3227,9.0809,192.2965
COMP_30634,42,24,5.4384,10.0899,194.9276
COMP_30634,42,96,5.2846,10.5387,197.3477
COMP_30634,42,168,5.477,10.4552,198.7338
COMP_30635,29,0,4.6746,8.1846,196.5339
COMP_30635,29,24,4.7893,9.1667,198.8857
COMP_30635,29,96,4.7589,9.6345,201.6058
COMP_30635,29,168,4.627,9.7239,203.1149
COMP_30636,40,0,5.2596,9.3174,202.4446
COMP_30636,40,24,5.404,10.5854,204.3715
COMP_30636,40,96,5.256,10.771,207.237
COMP_30636,40,168,5.2732,11.1955,208.4882
COMP_30637,3,0,5.8516,10.2412,196.5913
COMP_30637,3,24,6.0067,11.3617,198.899
COMP_30637,3,96,5.8163,11.6453,201.2337
COMP_30637,3,168,5.7381,11.9039,202.632
COMP_30638,1,0,4.6342,9.3181,196.7833
COMP_30638,1,24,4.761,10.3431,200.092
COMP_30638,1,96,4.9473,10.4533,202.2642
COMP_30638,1,168,4.7575,10.7734,203.5348
COMP_30639,8,0,4.8897,10.3213,202.1593
COMP_30639,8,24,4.8377,11.2921,203.9791
COMP_30639,8,96,4.8202,11.8206,206.5412
COMP_30639,8,168,4.819,11.7447,208.343
COMP_30640,30,0,4.3449,9.5543,192.2007
COMP_30640,30,24,4.5312,10.3919,194.3725
COMP_30640,30,96,4.251,10.8226,196.5549
COMP_30640,30,168,4.4587,11.2411,198.1693
COMP_30641,24,0,4.8422,7.8656,202.2366
COMP_30641,24,24,4.9886,8.6297,204.839
COMP_30641,24,96,4.8264,9.1301,207.2631
COMP_30641,24,168,4.8542,9.2929,209.0558
COMP_30642,36,0,4.9691,10.7336,195.9514
COMP_30642,36,24,5.0114,11.9021,198.4313
COMP_30642,36,96,4.8522,12.2966,200.8877
COMP_30642,36,168,4.715,12.4818,202.4644
COMP_30643,35,0,4.5518,9.37,207.3531
COMP_30643,35,24,4.291,10.3033,210.1547
COMP_30643,35,96,4.6793,10.4977,212.3466
COMP_30643,35,168,4.2192,10.9246,214.1846
COMP_30644,4,0,4.9735,11.0513,198.5407
COMP_30644,4,24,4.9694,12.0033,201.2591
COMP_30644,4,96,5.1032,12.3436,203.4423
COMP_30644,4,168,5.1004,12.6395,205.2684
COMP_30645,23,0,4.288,12.0489,192.7754
COMP_30645,23,24,4.1631,12.9411,195.085
COMP_30645,23,96,4.1896,13.3123,197.2636
COMP_30645,23,168,4.2935,13.6274,199.2818
COMP_30646,23,0,4.3191,11.0352,192.2715
COMP_30646,23,24,4.239,11.955,194.6076
COMP_30646,23,96,4.2554,12.459,197.0233
COMP_30646,23,168,4.1538,12.6142,198.5484
COMP_30647,28,0,4.8562,10.5307,200.1438
COMP_30647,28,24,4.7582,11.443,202.4664
COMP_30647,28,96,4.9947,11.8292,204.6909
COMP_30647,28,168,4.9792,11.8976,206.6056
COMP_30648,49,0,3.9514,10.3974,200.8738
COMP_30648,49,24,3.7521,11.3024,203.1776
COMP_30648,49,96,3.8027,11.5632,205.8984
COMP_30648,49,168,3.8184,11.7912,207.5363
COMP_30649,44,0,3.9752,9.4974,200.3358
COMP_30649,44,24,4.2459,10.5553,203.6655
COMP_30649,44,96,4.1734,10.737,206.0047
COMP_30649,44,168,3.9744,11.2849,207.1304
COMP_30650,30,0,4.3663,9.5292,192.0545
COMP_30650,30,24,4.3443,10.6472,194.0927
COMP_30650,30,96,4.3074,10.8415,196.308
COMP_30650,30,168,4.4796,11.2324,198.133
COMP_30651,36,0,5.2931,10.7295,194.6406
COMP_30651,36,24,5.318,11.7665,197.2516
COMP_30651,36,96,4.9728,12.0408,199.5539
COMP_30651,36,168,5.1506,12.4407,201.6962
COMP_30652,18,0,4.5289,10.6463,205.608
COMP_30652,18,24,4.5409,11.6797,207.7681
COMP_30652,18,96,4.5455,12.0541,210.5805
COMP_30652,18,168,4.4818,12.2177,211.9874
COMP_30653,22,0,5.143,10.4015,207.105
COMP_30653,22,24,5.1065,11.394,210.147
COMP_30653,22,96,5.1861,11.885,212.2344
COMP_30653,22,168,5.1783,11.9642,213.5493
COMP_30654,34,0,5.7896,9.581,195.4792
COMP_30654,34,24,5.6862,10.4538,197.2834
COMP_30654,34,96,5.719,10.7857,200.118
COMP_30654,34,168,5.7485,10.8434,201.3889
COMP_30655,49,0,3.828,9.6753,200.9589
COMP_30655,49,24,3.8662,10.9418,203.0833
COMP_30655,49,96,3.7934,11.0124,206.175
COMP_30655,49,168,3.9175,11.2762,207.1568
COMP_30656,5,0,4.691,10.5884,202.4894
COMP_30656,5,24,4.7066,11.5426,204.6667
COMP_30656,5,96,4.7517,11.933,207.3352
COMP_30656,5,168,4.6031,12.162,208.9082
COMP_30657,5,0,4.7754,10.6192,201.4536
COMP_30657,5,24,4.7445,11.3122,203.914
COMP_30657,5,96,4.5182,11.9935,206.2743
COMP_30657,5,168,4.8333,12.0212,207.8197
COMP_30658,36,0,5.5529,10.8466,196.2435
COMP_30658,36,24,5.3808,11.7489,198.8747
COMP_30658,36,96,5.3436,12.2601,201.1221
COMP_30658,36,168,5.4071,12.5149,202.948
COMP_30659,29,0,4.8529,7.8191,198.2444
COMP_30659,29,24,4.6927,8.8726,200.3821
COMP_30659,29,96,4.7862,9.4701,203.2254
COMP_30659,29,168,4.7532,9.4636,204.598
COMP_30660,0,0,5.3242,10.2776,191.5176
COMP_30660,0,24,5.5508,11.307,193.8669
COMP_30660,0,96,5.3747,11.7607,196.4744
COMP_30660,0,168,5.4215,11.8182,197.8453
COMP_30661,7,0,5.832,9.611,201.3901
COMP_30661,7,24,5.8737,10.5107,203.8313
COMP_30661,7,96,5.8801,11.1184,206.0515
COMP_30661,7,168,5.8578,11.1652,208.075
COMP_30662,27,0,4.9082,10.1372,198.5745
COMP_30662,27,24,4.8766,10.8956,201.3527
COMP_30662,27,96,5.0294,11.3284,203.5133
COMP_30662,27,168,4.9486,11.4994,205.2453
COMP_30663,24,0,4.6187,8.0905,203.64
COMP_30663,24,24,4.6131,8.9622,205.8572
COMP_30663,24,96,4.6254,9.3605,208.398
COMP_30663,24,168,4.604,9.4281,209.7266
COMP_30664,32,0,5.3154,11.5756,194.8805
COMP_30664,32,24,5.0797,12.6129,197.5412
COMP_30664,32,96,5.1783,13.0403,199.7952
COMP_30664,32,168,5.0973,13.2281,201.7187
COMP_30665,37,0,3.9705,10.4674,199.3709
COMP_30665,37,24,4.0431,11.4651,202.0118
COMP_30665,37,96,3.8801,11.7604,204.1212
COMP_30665,37,168,3.9652,12.0488,205.7452
COMP_30666,13,0,4.0642,8.4405,212.0738
COMP_30666,13,24,3.7414,9.7783,214.7171
COMP_30666,13,96,3.8673,10.0403,216.9985
COMP_30666,13,168,3.746,10.2476,218.6281
COMP_30667,10,0,4.5428,9.0792,190.1249
COMP_30667,10,24,4.5703,10.0889,192.7288
COMP_30667,10,96,4.6525,10.4232,194.9934
COMP_30667,10,168,4.562,10.6176,196.9865
COMP_30668,1,0,4.8148,9.6077,196.9299
COMP_30668,1,24,4.8519,10.5948,199.4817
COMP_30668,1,96,4.6736,10.9907,202.1352
COMP_30668,1,168,4.9232,11.0605,203.6994
COMP_30669,29,0,4.4234,7.9149,195.9325
COMP_30669,29,24,4.6892,8.9583,198.3931
COMP_30669,29,96,4.3929,9.2896,200.5432
COMP_30669,29,168,4.526,9.6105,202.3021
COMP_30670,29,0,4.8277,7.3863,196.2554
COMP_30670,29,24,4.8722,8.3019,198.5863
COMP_30670,29,96,4.6739,8.6839,200.795
COMP_30670,29,168,4.8061,8.8094,202.7489
COMP_30671,3,0,5.658,11.014,196.4921
COMP_30671,3,24,5.9548,11.8627,199.0745
COMP_30671,3,96,6.0013,12.1601,201.3186
COMP_30671,3,168,6.048,12.4653,203.2182
COMP_30672,12,0,4.9862,8.7952,199.6442
COMP_30672,12,24,4.8907,9.7115,201.7858
COMP_30672,12,96,4.8319,10.1836,204.7848
COMP_30672,12,168,4.8958,10.4637,206.3194
COMP_30673,6,0,5.9019,9.0227,209.5392
COMP_30673,6,24,5.7195,9.9939,211.6032
COMP_30673,6,96,5.6896,10.3833,214.2187
